trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,12.229707399848849,12.738456999883056,12.229707399848849,13.260458200005814,12.738456999883056,13.243575799977407,13.243575799977407,14.44041799986735,0.0,-1,11.200226920074783,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
1,0,1,0,None,None,None,None,15.455537499859929,15.958392000058666,15.455537499859929,16.477023500017822,15.958392000058666,16.458809999981895,16.458809999981895,17.643264499958605,0.0,-1,14.456906259874813,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
2,0,2,0,None,None,None,None,18.657170000020415,19.161360299913213,18.657170000020415,19.67873609997332,19.161360299913213,19.664098599925637,19.664098599925637,20.84653429989703,0.0,-1,17.659752759966068,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
3,0,3,0,None,None,None,None,21.860486899968237,22.36447519995272,21.860486899968237,22.88195259985514,22.36447519995272,22.865227399859577,22.865227399859577,24.049717899877578,0.0,-1,20.863022559904493,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
4,0,4,0,None,None,None,None,25.06458769994788,25.5679299000185,25.06458769994788,26.087652700021863,25.5679299000185,26.068425100063905,26.068425100063905,27.25381559995003,0.0,-1,24.06620615988504,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
5,0,5,0,None,None,None,None,28.267859800020233,28.77113700006157,28.267859800020233,29.28970790002495,28.77113700006157,29.27164679998532,29.27164679998532,30.45591889997013,1.0,-1,27.270303859957494,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
6,0,6,0,None,None,None,None,31.470179999945685,31.974250699859113,31.470179999945685,32.491536299930885,31.974250699859113,32.474786799866706,32.474786799866706,33.65924769989215,1.0,-1,30.472407159977593,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
7,0,7,0,None,None,None,None,34.67391849984415,35.17745369998738,34.67391849984415,35.694753099931404,35.17745369998738,35.67807219992392,35.67807219992392,36.863271499983966,1.0,-1,33.67573595989961,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
8,0,8,0,None,None,None,None,37.878196199890226,38.3806586000137,37.878196199890226,38.89982649986632,38.3806586000137,38.883375299861655,38.883375299861655,40.065564800053835,0.0,-1,36.87975975999143,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
9,0,9,0,None,None,None,None,41.08004949986935,41.58381989994086,41.08004949986935,42.10106580005959,41.58381989994086,42.08484709984623,42.08484709984623,43.26955630001612,1.0,-1,40.0820530600613,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
10,0,10,0,None,None,None,None,44.28458460001275,44.789080099901184,44.28458460001275,45.32102909986861,44.789080099901184,45.304336899891496,45.304336899891496,46.48948820005171,0.0,-1,43.28604456002358,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
11,0,11,0,None,None,None,None,47.503659300040454,48.00701000005938,47.503659300040454,48.52416149992496,48.00701000005938,48.50750649999827,48.50750649999827,49.69241839996539,0.0,-1,46.50597646005917,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
12,0,12,0,None,None,None,None,50.7070605000481,51.2102079000324,50.7070605000481,51.76115689985454,51.2102079000324,51.737676199991256,51.737676199991256,52.89611910004169,0.0,-1,49.708906659972854,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
13,0,13,0,None,None,None,None,53.910194699885324,54.41329160006717,53.910194699885324,54.93062929995358,54.41329160006717,54.91391199990176,54.91391199990176,56.09843700006604,0.0,-1,52.91260736004915,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
14,0,14,0,None,None,None,None,57.113197800004855,57.61656800005585,57.113197800004855,58.133687200024724,57.61656800005585,58.11713119992055,58.11713119992055,59.30151929985732,0.0,-1,56.114925260073505,,90,1,0,30,0,2021_Feb_25_1342,testDotsStepRampPilot,2020.2.5,60.39832694769796,
