trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,14.178520300192758,14.68994120019488,14.178520300192758,15.207268900005147,14.68994120019488,15.190556900110096,15.190556900110096,16.374873200198635,0.0,-1,13.155407119961456,,90,1,0,30,0,2021_Feb_25_1327,testDotsStepRampPilot,2020.2.5,60.36445646277052,
1,0,1,0,None,None,None,None,17.391557299997658,17.89327620016411,17.391557299997658,18.41045120009221,17.89327620016411,18.39394129998982,18.39394129998982,19.5782795001287,1.0,-1,16.39156196019612,,90,1,0,30,0,2021_Feb_25_1327,testDotsStepRampPilot,2020.2.5,60.36445646277052,
2,0,2,0,None,None,None,None,20.592268800130114,21.096385900164023,20.592268800130114,21.613624199992046,21.096385900164023,21.59712260006927,21.59712260006927,22.781653700163588,1.0,-1,19.594968260126187,,90,1,0,30,0,2021_Feb_25_1327,testDotsStepRampPilot,2020.2.5,60.36445646277052,
3,0,3,0,None,None,None,None,23.79556450014934,24.299826700007543,23.79556450014934,24.81699140020646,24.299826700007543,24.800306200049818,24.800306200049818,25.984615300083533,1.0,-1,22.798342460161074,,90,1,0,30,0,2021_Feb_25_1327,testDotsStepRampPilot,2020.2.5,60.36445646277052,
4,0,4,0,None,None,None,None,26.9986487000715,27.502785600023344,26.9986487000715,28.020183600019664,27.502785600023344,28.003491500159726,28.003491500159726,29.18802270013839,1.0,-1,26.00130406008102,,90,1,0,30,0,2021_Feb_25_1327,testDotsStepRampPilot,2020.2.5,60.36445646277052,
