trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,14.17260710010305,14.675410599913448,14.17260710010305,15.19271200010553,14.675410599913448,15.177663099952042,15.177663099952042,16.360186900012195,1.0,-1,13.13818843024783,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
1,0,1,0,None,None,None,None,17.375960800098255,17.878486600006,17.375960800098255,18.395792399998754,17.878486600006,18.379134400049224,18.379134400049224,19.56353859999217,1.0,-1,16.376707490021364,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
2,0,2,0,None,None,None,None,20.577329700114205,21.081849300069734,20.577329700114205,21.598693599924445,21.081849300069734,21.58218299993314,21.58218299993314,22.766873199958354,0.0,-1,19.58005919000134,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
3,0,3,0,None,None,None,None,23.780874599935487,24.285001100040972,23.780874599935487,24.802161100087687,24.285001100040972,24.785509000066668,24.785509000066668,25.969911399995908,1.0,-1,22.783393789967523,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
4,0,4,0,None,None,None,None,26.98396459990181,27.488203699933365,26.98396459990181,28.005232099909335,27.488203699933365,27.98866460006684,27.98866460006684,29.173245700076222,1.0,-1,25.986431990005077,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
5,0,5,0,None,None,None,None,30.18762410013005,30.691467500058934,30.18762410013005,31.208492300007492,30.691467500058934,31.191842600004748,31.191842600004748,32.376443800050765,0.0,-1,29.18976629008539,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
6,0,6,0,None,None,None,None,33.391082500107586,33.89567729993723,33.391082500107586,34.411637800047174,33.89567729993723,34.395008499966934,34.395008499966934,35.57960300007835,1.0,-1,32.39296439005993,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
7,0,7,0,None,None,None,None,36.59362230007537,37.097768099978566,36.59362230007537,37.614973299903795,37.097768099978566,37.5983516999986,37.5983516999986,38.78288140008226,0.0,-1,35.596123590087515,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
8,0,8,0,None,None,None,None,39.79820580012165,40.30104480008595,39.79820580012165,40.81803399999626,40.30104480008595,40.802613199921325,40.802613199921325,41.98600820009597,0.0,-1,38.799401990091425,,90,1,0,30,0,2021_Feb_25_1332,testDotsStepRampPilot,2020.2.5,60.45813970264295,
