1.1195 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
39.5136 	EXP 	red_dot: autoDraw = True
39.5298 	DATA 	Keypress: left
40.0141 	EXP 	fixation1: autoDraw = False
40.0141 	EXP 	fixation2: autoDraw = True
40.5170 	EXP 	fixation2: autoDraw = False
40.5170 	EXP 	pursuit_or_saccade_dot: autoDraw = True
40.5325 	EXP 	red_dot: autoDraw = False
41.7022 	EXP 	pursuit_or_saccade_dot: autoDraw = False
41.7069 	EXP 	New trial (rep=8, index=0): None
42.5082 	DATA 	Keypress: left
42.7179 	EXP 	break_text: autoDraw = False
42.7179 	EXP 	postbreak_text: autoDraw = False
42.7179 	EXP 	fixation1: autoDraw = False
42.7179 	EXP 	red_dot: autoDraw = False
42.7179 	EXP 	fixation2: autoDraw = False
42.7179 	EXP 	pursuit_or_saccade_dot: autoDraw = False
42.7179 	EXP 	fixation1: autoDraw = True
42.7179 	EXP 	red_dot: autoDraw = True
43.2166 	EXP 	fixation1: autoDraw = False
43.2166 	EXP 	fixation2: autoDraw = True
43.7182 	EXP 	fixation2: autoDraw = False
43.7182 	EXP 	pursuit_or_saccade_dot: autoDraw = True
43.7375 	EXP 	red_dot: autoDraw = False
44.9024 	EXP 	pursuit_or_saccade_dot: autoDraw = False
44.9074 	EXP 	New trial (rep=9, index=0): None
45.7082 	DATA 	Keypress: escape
45.9219 	EXP 	window1: mouseVisible = True
45.9221 	DEBUG 	Saving data for testDotsStepRampPilot ExperimentHandler
45.9267 	INFO 	saved data to C:\Users\Lab\Documents\GitHub\Moving_Dots2\Psychopy\data/_testDotsStepRampPilot_2021_Feb_25_1331.psydat
45.9332 	INFO 	saved data to 'C:\\Users\\Lab\\Documents\\GitHub\\Moving_Dots2\\Psychopy\\data/_testDotsStepRampPilot_2021_Feb_25_1331.csv'
