trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,12.150566000000026,12.651608799999849,12.150566000000026,13.168778699999848,12.651608799999849,13.152095099999997,13.152095099999997,14.336512699999957,0.0,-1,11.132817250000016,,90,1,0,30,0,2021_Feb_25_1422,testDotsStepRampPilot,2020.2.5,59.96436917182308,
1,0,1,0,None,None,None,None,15.352519499999971,15.854823399999987,15.352519499999971,16.372022799999968,15.854823399999987,16.355325099999845,16.355325099999845,17.53983789999984,1.0,-1,14.353157369999963,,90,1,0,30,0,2021_Feb_25_1422,testDotsStepRampPilot,2020.2.5,59.96436917182308,
2,0,2,0,None,None,None,None,18.55453590000002,19.05805220000002,18.55453590000002,19.575245199999927,19.05805220000002,19.5585509,19.5585509,20.743094100000008,1.0,-1,17.556482569999844,,90,1,0,30,0,2021_Feb_25_1422,testDotsStepRampPilot,2020.2.5,59.96436917182308,
3,0,3,0,None,None,None,None,21.757155300000022,22.261318599999868,21.757155300000022,22.778458,22.261318599999868,22.76176489999989,22.76176489999989,23.94630889999985,1.0,-1,20.759738770000013,,90,1,0,30,0,2021_Feb_25_1422,testDotsStepRampPilot,2020.2.5,59.96436917182308,
