1.0818 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
21.3434 	INFO 	Loaded monitor calibration from ['2021_02_10 14:14']
24.1693 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

24.1696 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D0C5D37470>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D0C5C84C88>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=2, size=array([1920, 1080]), stencilBits=0, stereo=False, units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.1697 	EXP 	window1: mouseVisible = True
24.1697 	EXP 	window1: recordFrameIntervals = False
24.3389 	EXP 	window1: recordFrameIntervals = True
24.3742 	WARNING 	t of last frame was 24.73ms (=1/40)
24.4067 	WARNING 	t of last frame was 20.33ms (=1/49)
24.4395 	WARNING 	t of last frame was 23.42ms (=1/42)
24.5075 	WARNING 	t of last frame was 21.07ms (=1/47)
24.5729 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
26.0048 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

26.2389 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
26.2417 	EXP 	Created postbreak_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, languageStyle='LTR', name='postbreak_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Get Ready!', units='deg', win=Window(...), wrapWidth=15.0)
26.2428 	EXP 	Created fixation1 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-3.0, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineWidth=1, name='fixation1', opacity=0.0, ori=array(0.), pos=array([0., 0.]), size=array([0.8, 0.8]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
26.2469 	EXP 	Created red_dot = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-4.0, fillColor='Red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=0, name='red_dot', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.6, 0.6]), units='deg', vertices=ndarray(...), win=Window(...))
26.2480 	EXP 	Created fixation2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-5.0, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineWidth=1, name='fixation2', opacity=0.0, ori=array(0.), pos=array([0., 0.]), size=array([0.1, 0.1]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
26.2555 	EXP 	Created pursuit_or_saccade_dot = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-7.0, fillColor='Red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=0, name='pursuit_or_saccade_dot', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.6, 0.6]), units='deg', vertices=ndarray(...), win=Window(...))
26.3049 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
26.3054 	EXP 	New trial (rep=0, index=0): None
27.3414 	EXP 	fixation1: autoDraw = True
27.3414 	EXP 	red_dot: autoDraw = True
27.8596 	EXP 	fixation1: autoDraw = False
27.8596 	EXP 	fixation2: autoDraw = True
28.3735 	EXP 	fixation2: autoDraw = False
28.3735 	EXP 	pursuit_or_saccade_dot: autoDraw = True
28.3903 	EXP 	red_dot: autoDraw = False
29.5554 	EXP 	pursuit_or_saccade_dot: autoDraw = False
29.5605 	EXP 	New trial (rep=1, index=0): None
30.5714 	EXP 	break_text: autoDraw = False
30.5714 	EXP 	postbreak_text: autoDraw = False
30.5714 	EXP 	fixation1: autoDraw = False
30.5714 	EXP 	red_dot: autoDraw = False
30.5714 	EXP 	fixation2: autoDraw = False
30.5714 	EXP 	pursuit_or_saccade_dot: autoDraw = False
30.5714 	EXP 	fixation1: autoDraw = True
30.5714 	EXP 	red_dot: autoDraw = True
31.0793 	EXP 	fixation1: autoDraw = False
31.0793 	EXP 	fixation2: autoDraw = True
31.5959 	EXP 	fixation2: autoDraw = False
31.5959 	EXP 	pursuit_or_saccade_dot: autoDraw = True
31.6107 	EXP 	red_dot: autoDraw = False
32.7824 	EXP 	pursuit_or_saccade_dot: autoDraw = False
32.7882 	EXP 	New trial (rep=2, index=0): None
33.7992 	EXP 	break_text: autoDraw = False
33.7992 	EXP 	postbreak_text: autoDraw = False
33.7992 	EXP 	fixation1: autoDraw = False
33.7992 	EXP 	red_dot: autoDraw = False
33.7992 	EXP 	fixation2: autoDraw = False
33.7992 	EXP 	pursuit_or_saccade_dot: autoDraw = False
33.7992 	EXP 	fixation1: autoDraw = True
33.7992 	EXP 	red_dot: autoDraw = True
34.3102 	EXP 	fixation1: autoDraw = False
34.3102 	EXP 	fixation2: autoDraw = True
34.8153 	EXP 	fixation2: autoDraw = False
34.8153 	EXP 	pursuit_or_saccade_dot: autoDraw = True
34.8304 	EXP 	red_dot: autoDraw = False
36.0141 	EXP 	pursuit_or_saccade_dot: autoDraw = False
36.0187 	EXP 	New trial (rep=3, index=0): None
37.0316 	EXP 	break_text: autoDraw = False
37.0316 	EXP 	postbreak_text: autoDraw = False
37.0316 	EXP 	fixation1: autoDraw = False
37.0316 	EXP 	red_dot: autoDraw = False
37.0316 	EXP 	fixation2: autoDraw = False
37.0316 	EXP 	pursuit_or_saccade_dot: autoDraw = False
37.0316 	EXP 	fixation1: autoDraw = True
37.0316 	EXP 	red_dot: autoDraw = True
37.5346 	EXP 	fixation1: autoDraw = False
37.5346 	EXP 	fixation2: autoDraw = True
38.0342 	EXP 	fixation2: autoDraw = False
38.0342 	EXP 	pursuit_or_saccade_dot: autoDraw = True
38.0504 	EXP 	red_dot: autoDraw = False
39.2350 	EXP 	pursuit_or_saccade_dot: autoDraw = False
39.2403 	EXP 	New trial (rep=4, index=0): None
40.2539 	EXP 	break_text: autoDraw = False
40.2539 	EXP 	postbreak_text: autoDraw = False
40.2539 	EXP 	fixation1: autoDraw = False
40.2539 	EXP 	red_dot: autoDraw = False
40.2539 	EXP 	fixation2: autoDraw = False
40.2539 	EXP 	pursuit_or_saccade_dot: autoDraw = False
40.2539 	EXP 	fixation1: autoDraw = True
40.2539 	EXP 	red_dot: autoDraw = True
40.7725 	EXP 	fixation1: autoDraw = False
40.7725 	EXP 	fixation2: autoDraw = True
41.2852 	EXP 	fixation2: autoDraw = False
41.2852 	EXP 	pursuit_or_saccade_dot: autoDraw = True
41.3069 	EXP 	red_dot: autoDraw = False
42.4092 	DATA 	Keypress: escape
42.4752 	EXP 	pursuit_or_saccade_dot: autoDraw = False
42.4796 	EXP 	New trial (rep=5, index=0): None
43.5007 	EXP 	window1: mouseVisible = True
43.5008 	DEBUG 	Saving data for testDotsStepRampPilot ExperimentHandler
43.5045 	INFO 	saved data to C:\Users\Lab\Documents\GitHub\Moving_Dots2\Psychopy\data/_testDotsStepRampPilot_2021_Feb_25_1418.psydat
43.5084 	INFO 	saved data to 'C:\\Users\\Lab\\Documents\\GitHub\\Moving_Dots2\\Psychopy\\data/_testDotsStepRampPilot_2021_Feb_25_1418.csv'
