trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,dots_stimulus.started,dots_stimulus.stopped,blackout.started,blackout.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,response.keys,response.rt,response.started,response.stopped,coh,dir,correct,pursuit_saccade_isLeft,congruent,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,18.560422900001868,19.564983700001903,19.564983700001903,19.864862800000992,19.564983700001903,19.864862800000992,18.560422900001868,20.883764099999098,19.864862800000992,20.868487200001255,20.868487200001255,22.038552099998924,left,0.5749896999986959,22.038552099998924,None,0.24,0.0,0,0.0,1,-1,17.53712069999383,,1,1,0,3,0,2021_Feb_10_1417,testDots,2020.2.5,None,
1,0,1,0,None,None,None,None,23.656216700001096,24.66979800000263,24.66979800000263,24.986741200002143,24.66979800000263,24.986741200002143,23.656216700001096,26.004613900004188,24.986741200002143,25.989336400001775,25.989336400001775,27.159009800001513,left,1.5666674000021885,27.159009800001513,None,0.06,180.0,0,1.0,1,-1,22.649903499997166,,1,1,0,3,0,2021_Feb_10_1417,testDots,2020.2.5,None,
2,0,2,0,None,None,None,None,29.761692899999616,30.775854400002572,30.775854400002572,31.092790499998955,30.775854400002572,31.092790499998955,29.761692899999616,32.11129919999803,31.092790499998955,32.09574330000032,32.09574330000032,33.26158579999901,left,0.47186999999394175,33.26158579999901,None,0.03,180.0,0,0.0,0,-1,28.756666399999816,,1,1,0,3,0,2021_Feb_10_1417,testDots,2020.2.5,None,
3,0,3,0,33.79065210000408,40.07271910000418,40.07271910000418,44.07268420000037,44.07268420000037,45.07848620000004,45.07848620000004,45.39164999999775,45.07848620000004,45.39164999999775,44.07268420000037,46.40779950000433,45.39164999999775,46.391619699999865,46.391619699999865,47.546121200000925,right,17.899495800003933,47.546121200000925,None,0.12,0.0,0,0.0,1,-1,33.783708799997115,,1,1,0,3,0,2021_Feb_10_1417,testDots,2020.2.5,None,
4,0,4,0,None,None,None,None,66.49259880000318,67.49631080000108,67.49631080000108,67.81094689999736,67.49631080000108,67.81094689999736,66.49259880000318,68.82890819999739,67.81094689999736,68.81306380000024,68.81306380000024,69.96330899999884,left,2.9623932000031346,69.96330899999884,None,0.48,180.0,0,1.0,1,-1,65.49103549999853,,1,1,0,3,0,2021_Feb_10_1417,testDots,2020.2.5,None,
