trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
0,0,0,0,None,None,None,None,9.6052909,10.116053799999918,9.6052909,10.633292399999846,10.116053799999918,10.616463099999919,10.616463099999919,11.801163699999961,0.0,-1,8.583774610000205,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
1,0,1,0,None,None,None,None,12.81688239999994,13.319271399999934,12.81688239999994,13.836469599999873,13.319271399999934,13.81976450000002,13.81976450000002,15.004315499999848,1.0,-1,11.81800112999997,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
2,0,2,0,None,None,None,None,16.01831089999996,16.52248880000002,16.01831089999996,17.040147799999886,16.52248880000002,17.02454579999994,17.02454579999994,18.20749529999989,0.0,-1,15.021152929999857,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
3,0,3,0,None,None,None,None,19.22144379999986,19.72581409999998,19.22144379999986,20.244522599999982,19.72581409999998,20.226042300000017,20.226042300000017,21.4106534,1.0,-1,18.2243327299999,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
4,0,4,0,None,None,None,None,22.425367899999856,22.928800799999863,22.425367899999856,23.446003999999903,22.928800799999863,23.42933579999999,23.42933579999999,24.61547070000006,0.0,-1,21.42749083000001,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
5,0,5,0,None,None,None,None,25.62931709999998,26.13202350000006,25.62931709999998,26.649685099999942,26.13202350000006,26.63408060000006,26.63408060000006,27.817007500000045,1.0,-1,24.63230813000007,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
6,0,6,0,None,None,None,None,28.83129689999987,29.335184300000037,28.83129689999987,29.852389899999935,29.335184300000037,29.836237900000015,29.836237900000015,31.02176489999988,1.0,-1,27.833844930000055,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
7,0,7,0,None,None,None,None,32.0357348,32.53851880000002,32.0357348,33.05558700000006,32.53851880000002,33.03936469999985,33.03936469999985,34.22345229999996,0.0,-1,31.03860232999989,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
8,0,8,0,None,None,None,None,35.237475299999915,35.74166009999999,35.237475299999915,36.259367399999974,35.74166009999999,36.24364609999998,36.24364609999998,37.42663459999994,0.0,-1,34.24028972999997,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
9,0,9,0,None,None,None,None,38.44166070000006,38.944856599999866,38.44166070000006,39.462104799999906,38.944856599999866,39.44532439999989,39.44532439999989,40.63020540000002,0.0,-1,37.44347202999995,,90,1,0,30,0,2021_Feb_25_1419,testDotsStepRampPilot,2020.2.5,59.935437546671466,
