trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
21,0,21,0,None,None,None,None,107.70268900017254,108.2023275999818,107.70268900017254,108.72021770011634,108.2023275999818,108.70465190010145,108.70465190010145,109.8547692000866,1.0,-503902.290762,106.70266136672969,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
22,0,22,0,None,None,None,None,110.87333209998906,111.38864460005425,110.87333209998906,111.90708480007015,111.38864460005425,111.88928880007006,111.88928880007006,113.05940040014684,0.0,-503899.121562,109.87143586675326,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
23,0,23,0,None,None,None,None,114.0752816000022,114.57592490012757,114.0752816000022,115.0942644001916,114.57592490012757,115.07521939999424,115.07521939999424,116.24366970011033,0.0,-503895.917207,113.07606706681351,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
24,0,24,0,None,None,None,None,117.26303370017558,117.7609721000772,117.26303370017558,118.28106230008416,117.7609721000772,118.263392199995,118.263392199995,119.41506550018676,0.0,-503892.732878,116.260336366777,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
25,0,25,0,None,None,None,None,120.43296580016613,120.94931389996782,120.43296580016613,121.46717169997282,120.94931389996782,121.44933810015209,121.44933810015209,122.61653120000847,1.0,-503889.561117,119.43173216685342,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
26,0,26,0,None,None,None,None,123.63434250000864,124.13493439997546,123.63434250000864,124.65436310018413,124.13493439997546,124.63572330004536,124.63572330004536,125.78772700019181,1.0,-503886.360255,122.63319786667513,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
27,0,27,0,None,None,None,None,126.80538600008003,127.30470219999552,126.80538600008003,127.8228897000663,127.30470219999552,127.80490420013666,127.80490420013666,128.95637450017966,1.0,-503883.187171,125.80439366685847,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
28,0,28,0,None,None,None,None,129.97340670018457,130.47611060016789,129.97340670018457,130.99199070013128,130.47611060016789,130.97629690007307,130.97629690007307,132.12742080003954,1.0,-503880.019749,128.97304116684634,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
29,0,29,0,None,None,None,None,133.14591070008464,133.6448329000268,133.14591070008464,134.16279510012828,133.6448329000268,134.14486420014873,134.14486420014873,135.312652700115,1.0,-503876.84908,132.14408746670622,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
30,0,30,0,None,None,None,None,136.32949280017056,136.8329408999998,136.32949280017056,137.34983459999785,136.8329408999998,137.33207870018668,137.33207870018668,138.49927280005068,0.0,-503873.664185,135.32931936678168,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
31,0,31,0,None,None,None,None,139.5173877000343,140.01763420016505,139.5173877000343,140.53563689999282,140.01763420016505,140.51807900005952,140.51807900005952,141.67035390017554,1.0,-503870.477044,138.51593946671736,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
32,0,32,0,None,None,None,None,142.68566880002618,143.1867170999758,142.68566880002618,143.70641189999878,143.1867170999758,143.68703910009935,143.68703910009935,144.84047880000435,0.0,-503867.306124,141.68702056684222,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
