trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,dots_stimulus.started,dots_stimulus.stopped,blackout.started,blackout.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,response.keys,response.rt,response.started,response.stopped,coh,dir,response,correct,pursuit_saccade_isLeft,congruent,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
108,0,108,0,None,None,None,None,605.4209953999962,606.4342025000005,606.4342025000005,606.7343121999947,606.4342025000005,606.7343121999947,605.4209953999962,607.7513723999946,606.7343121999947,607.7355848999941,607.7355848999941,608.8856257999942,right,0.3080091000010725,608.8856257999942,None,0.12,0.0,0,1,1.0,0,55044.48819,604.415880379999,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
109,0,109,0,None,None,None,None,610.2421866000004,611.2556308999992,611.2556308999992,611.5564249999952,611.2556308999992,611.5564249999952,610.2421866000004,612.5724560999952,611.5564249999952,612.5564321999991,612.5564321999991,613.7081980000003,right,0.18928500000038184,613.7081980000003,None,0.06,180.0,0,0,0.0,0,55049.308732,609.2361073799955,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
110,0,110,0,None,None,None,None,614.9451569999947,615.9587812999962,615.9587812999962,616.2595985000007,615.9587812999962,616.2595985000007,614.9451569999947,617.2777392999997,616.2595985000007,617.2619447999969,617.2619447999969,618.4125576000006,right,0.2774333999986993,618.4125576000006,None,0.03,180.0,0,0,0.0,0,55054.012635,613.9414401799993,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
111,0,111,0,None,None,None,None,619.7347553,620.7473293000003,620.7473293000003,621.0478895999986,620.7473293000003,621.0478895999986,619.7347553,622.0661983999962,621.0478895999986,622.0500006000002,622.0500006000002,623.1999433999954,left,0.08150769999338081,623.1999433999954,None,0.12,180.0,180,1,1.0,1,55058.80224,618.7300475799973,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
112,0,112,0,None,None,None,None,624.3227136999994,625.3364524999997,625.3364524999997,625.6366816999944,625.3364524999997,625.6366816999944,624.3227136999994,626.6535644999967,625.6366816999944,626.6381522000011,626.6381522000011,627.7876518999983,right,0.3497787999949651,627.7876518999983,None,0.06,0.0,0,1,1.0,0,55063.389936,623.3180357799981,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
113,0,113,0,None,None,None,None,629.1768382999944,630.1913376999946,630.1913376999946,630.4916087999954,630.1913376999946,630.4916087999954,629.1768382999944,631.5083315999946,630.4916087999954,631.4922051999965,631.4922051999965,632.642637099998,right,0.17491739999968559,632.642637099998,None,0.24,0.0,0,1,0.0,1,55068.24471,628.1726701799969,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
114,0,114,0,None,None,None,None,633.865750099998,634.879414899995,634.879414899995,635.1790420999969,634.879414899995,635.1790420999969,633.865750099998,636.1962369999965,635.1790420999969,636.1806794000004,636.1806794000004,637.3317446000001,right,0.2539604999983567,637.3317446000001,None,0.48,0.0,0,1,0.0,1,55072.932111,632.8606643799983,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
115,0,115,0,None,None,None,None,638.6365911999965,639.6492718999943,639.6492718999943,639.950178799998,639.6492718999943,639.950178799998,638.6365911999965,640.9683442999958,639.950178799998,640.9518735999955,640.9518735999955,642.1026762999973,right,0.19461610000143992,642.1026762999973,None,0.12,180.0,0,0,1.0,1,55077.70429,637.6322609800015,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
116,0,116,0,None,None,None,None,643.341041599997,644.3547923000006,644.3547923000006,644.656249599997,644.3547923000006,644.656249599997,643.341041599997,645.673332499995,644.656249599997,645.6555297999948,645.6555297999948,646.8228926999946,right,0.17841130000306293,646.8228926999946,None,0.06,180.0,0,0,1.0,1,55082.408015,642.3357373799997,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
117,0,117,0,None,None,None,None,648.0469249999951,649.0597256999972,649.0597256999972,649.3603704999987,649.0597256999972,649.3603704999987,648.0469249999951,650.3775812999957,649.3603704999987,650.360897599996,650.360897599996,651.5117948999978,right,0.32953290000295965,651.5117948999978,None,0.03,180.0,0,0,1.0,1,55087.114628,647.0426969799998,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
118,0,118,0,None,None,None,None,652.8827085999947,653.8970637999955,653.8970637999955,654.1982951999962,653.8970637999955,654.1982951999962,652.8827085999947,655.2168222999971,654.1982951999962,655.1982719999942,655.1982719999942,656.3497975999999,right,0.21172630000364734,656.3497975999999,None,0.24,0.0,0,1,0.0,1,55091.950687,651.8787392799975,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
119,0,119,0,None,None,None,None,657.6067079999993,658.6182945999972,658.6182945999972,658.9186496999973,658.6182945999972,658.9186496999973,657.6067079999993,659.9371261999986,658.9186496999973,659.9211834999951,659.9211834999951,661.0715420999986,left,0.25079559999721823,661.0715420999986,None,0.48,180.0,180,1,0.0,0,55096.673536,656.6016841799981,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
120,0,120,0,None,None,None,None,662.3599182999969,663.372969899996,663.372969899996,663.6746303999971,663.372969899996,663.6746303999971,662.3599182999969,664.6922648999971,663.6746303999971,664.6756991000002,664.6756991000002,665.8256264999945,right,0.24792100000195205,665.8256264999945,None,0.12,0.0,0,1,0.0,1,55101.428007,661.355975080002,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
121,0,121,0,None,None,None,None,667.1153257999977,668.1287974000006,668.1287974000006,668.428975099996,668.1287974000006,668.428975099996,667.1153257999977,669.4468885999959,668.428975099996,669.4303925999993,669.4303925999993,670.5807084999979,right,0.24496540000109235,670.5807084999979,None,0.24,0.0,0,1,0.0,1,55106.182403,666.1107393800019,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
122,0,122,0,None,None,None,None,671.8703549999991,672.8839488000012,672.8839488000012,673.1841860999994,672.8839488000012,673.1841860999994,671.8703549999991,674.2010138999976,673.1841860999994,674.185467299998,674.185467299998,675.3346769999989,left,0.1868882000053418,675.3346769999989,None,0.06,180.0,180,1,0.0,0,55110.937691,670.865490779998,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
123,0,123,0,None,None,None,None,676.5594543999978,677.5719855999996,677.5719855999996,677.8879691999973,677.5719855999996,677.8879691999973,676.5594543999978,678.9064915999988,677.8879691999973,678.8888583999942,678.8888583999942,680.0407752999963,right,0.03290180000476539,680.0407752999963,None,0.48,0.0,0,1,0.0,1,55115.626362,675.5539854799979,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
124,0,124,0,None,None,None,None,681.1115222999942,682.1264178999991,682.1264178999991,682.4270329999999,682.1264178999991,682.4270329999999,681.1115222999942,683.4445491000006,682.4270329999999,683.427844400001,683.427844400001,684.5789536999946,right,0.19053770000027725,684.5789536999946,None,0.03,180.0,0,0,0.0,0,55120.177956,680.1067795800016,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
125,0,125,0,None,None,None,None,685.8180824999945,686.8302970000004,686.8302970000004,687.1321557999981,686.8302970000004,687.1321557999981,685.8180824999945,688.1491145999971,687.1321557999981,688.1323900999996,688.1323900999996,689.2823011,right,0.22316829999908805,689.2823011,None,0.48,0.0,0,1,1.0,0,55124.884719,684.8126106800016,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
126,0,126,0,None,None,None,None,690.5543694999942,691.5689656999966,691.5689656999966,691.8693012000003,691.5689656999966,691.8693012000003,690.5543694999942,692.8866980999956,691.8693012000003,692.8702065999969,692.8702065999969,694.0224220999953,right,0.24315550000028452,694.0224220999953,None,0.06,180.0,0,0,1.0,1,55129.621929,689.5499421800021,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
127,0,127,0,None,None,None,None,695.3083849999966,696.3237633999961,696.3237633999961,696.623874799996,696.3237633999961,696.623874799996,695.3083849999966,697.6429933999971,696.623874799996,697.6252075999946,697.6252075999946,698.7764901999981,right,0.056824999999662396,698.7764901999981,None,0.03,180.0,0,0,0.0,0,55134.376214,694.3045443799972,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
128,0,128,0,None,None,None,None,699.8818629999951,700.8942822999961,700.8942822999961,701.1944521999976,700.8942822999961,701.1944521999976,699.8818629999951,702.2124026999954,701.1944521999976,702.1967026999992,702.1967026999992,703.3478688999967,right,0.22176539999782108,703.3478688999967,None,0.24,0.0,0,1,0.0,1,55138.948457,698.8758641799984,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
129,0,129,0,None,None,None,None,704.6198767999958,705.6324610999945,705.6324610999945,705.932638899998,705.6324610999945,705.932638899998,704.6198767999958,706.9508245999968,705.932638899998,706.9341713999966,706.9341713999966,708.0855515000003,right,0.043941500000073574,708.0855515000003,None,0.12,0.0,0,1,0.0,1,55143.68758,703.6157942799953,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
130,0,130,0,None,None,None,None,709.174068100001,710.1869134000008,710.1869134000008,710.4866346999988,710.1869134000008,710.4866346999988,709.174068100001,711.5051540999993,710.4866346999988,711.4896105000007,711.4896105000007,712.6393800000005,right,0.2418833999981871,712.6393800000005,None,0.03,180.0,0,0,0.0,0,55148.241886,708.1694216799995,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
131,0,131,0,None,None,None,None,713.9278736999986,714.9421805999955,714.9421805999955,715.2429826000007,714.9421805999955,715.2429826000007,713.9278736999986,716.2596300000005,715.2429826000007,716.2438003999996,716.2438003999996,717.3941992999971,right,0.2313646999973571,717.3941992999971,None,0.24,0.0,0,1,1.0,0,55152.994614,712.9236180799969,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
132,0,132,0,None,None,None,None,718.664549699999,719.663573699996,719.663573699996,719.9638063999955,719.663573699996,719.9638063999955,718.664549699999,720.9807195999965,719.9638063999955,720.9649406999961,720.9649406999961,722.1150868999976,right,0.15024730000004638,722.1150868999976,None,0.12,180.0,0,0,1.0,1,55157.732876,717.660825179996,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
133,0,133,0,None,None,None,None,723.3055439999953,724.3186282999959,724.3186282999959,724.6194439999963,724.3186282999959,724.6194439999963,723.3055439999953,725.6357053999964,724.6194439999963,725.6204354000001,725.6204354000001,726.7706619999954,left,0.2229005999979563,726.7706619999954,None,0.48,180.0,180,1,0.0,0,55162.372177,722.3001514800023,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
134,0,134,0,None,None,None,None,728.0429758999962,729.0556043999968,729.0556043999968,729.3562126999968,729.0556043999968,729.3562126999968,728.0429758999962,730.3750201000003,729.3562126999968,730.3583433999956,730.3583433999956,731.5089485999997,right,2.0443058000018937,731.5089485999997,None,0.06,0.0,0,1,1.0,0,55167.110896,727.03839898,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
135,0,135,0,733.6006716999982,782.2097355000005,782.2097355000005,786.2056261999969,786.2056261999969,787.2148549999984,787.2148549999984,787.5146622999964,787.2148549999984,787.5146622999964,786.2056261999969,788.532684400001,787.5146622999964,788.5163584999973,788.5163584999973,789.6674770999962,right,0.20578519999980927,789.6674770999962,None,0.03,0.0,0,1,1.0,0,55173.666912,733.5948703799993,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
136,0,136,0,None,None,None,None,790.9268721999979,791.9364510999949,791.9364510999949,792.2363278999983,791.9364510999949,792.2363278999983,790.9268721999979,793.2545395999987,792.2363278999983,793.236962899995,793.236962899995,794.4045888999972,left,0.08491389999835519,794.4045888999972,None,0.48,180.0,180,1,0.0,0,55229.992992,789.9172327800013,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
137,0,137,0,None,None,None,None,795.5276077999952,796.5410056999972,796.5410056999972,796.841305599999,796.5410056999972,796.841305599999,795.5276077999952,797.8588077999957,796.841305599999,797.8421345999959,797.8421345999959,798.9925210000001,left,0.14493709999806015,798.9925210000001,None,0.06,180.0,180,1,1.0,1,55234.595124,794.5232915799977,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
138,0,138,0,None,None,None,None,800.1818133999986,801.1960694000009,801.1960694000009,801.4958269999988,801.1960694000009,801.4958269999988,800.1818133999986,802.5122644000003,801.4958269999988,802.4969566,802.4969566,803.6475386999955,right,0.13770169999770587,803.6475386999955,None,0.12,0.0,0,1,1.0,0,55239.249626,799.1766065800009,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
139,0,139,0,None,None,None,None,804.8360035000005,805.850314999996,805.850314999996,806.1505364999975,805.850314999996,806.1505364999975,804.8360035000005,807.1671590999977,806.1505364999975,807.1514648000011,807.1514648000011,808.3027552999993,right,0.21065709999675164,808.3027552999993,None,0.24,0.0,0,1,1.0,0,55243.903029,803.8305709800013,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
140,0,140,0,None,None,None,None,809.5610487999948,810.5715339999952,810.5715339999952,810.8709283999997,810.5715339999952,810.8709283999997,809.5610487999948,811.8900953999982,810.8709283999997,811.8724073999983,811.8724073999983,813.0239988999965,right,0.28151689999504015,813.0239988999965,None,0.24,0.0,0,1,1.0,0,55248.62608,808.5538578800013,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
141,0,141,0,None,None,None,None,814.3457530999949,815.3592669999998,815.3592669999998,815.6599585000004,815.3592669999998,815.6599585000004,814.3457530999949,816.6781339999943,815.6599585000004,816.6605348999947,816.6605348999947,817.8129298999993,right,0.21246899999823654,817.8129298999993,None,0.48,0.0,0,1,1.0,0,55253.412373,813.3410284800018,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
142,0,142,0,None,None,None,None,819.0661934999953,820.0805111999944,820.0805111999944,820.3801079999976,820.0805111999944,820.3801079999976,819.0661934999953,821.3994147999983,820.3801079999976,821.3811281999951,821.3811281999951,822.5489582999944,right,0.0049329999965266325,822.5489582999944,None,0.12,0.0,0,1,0.0,1,55258.132729,818.0616258799971,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
143,0,143,0,None,None,None,None,823.6071178999991,824.6190786000006,824.6190786000006,824.9356571999961,824.6190786000006,824.9356571999961,823.6071178999991,825.9538747999977,824.9356571999961,825.9357871999964,825.9357871999964,827.0876003000012,left,0.22578900000371505,827.0876003000012,None,0.06,180.0,180,1,0.0,0,55262.673604,822.600644279996,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
144,0,144,0,None,None,None,None,828.3599585999982,829.3732990999997,829.3732990999997,829.6741065999959,829.3732990999997,829.6741065999959,828.3599585999982,830.6907174000007,829.6741065999959,830.6749905999968,830.6749905999968,831.8263836999977,left,0.12702839999838034,831.8263836999977,None,0.03,0.0,180,0,0.0,1,55267.426703,827.3548840799965,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
145,0,145,0,None,None,None,None,832.9988269999958,834.0106040999963,834.0106040999963,834.3109244999941,834.0106040999963,834.3109244999941,832.9988269999958,835.328344900001,834.3109244999941,835.3130746999959,835.3130746999959,836.4809203999976,right,0.1685505000059493,836.4809203999976,None,0.24,0.0,0,1,0.0,1,55272.066163,831.9932927800007,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
146,0,146,0,None,None,None,None,837.7058319999996,838.7167134999981,838.7167134999981,839.0165099000005,838.7167134999981,839.0165099000005,837.7058319999996,840.0343031000011,839.0165099000005,840.0172130999999,840.0172130999999,841.1690959999978,left,0.13621530000091298,841.1690959999978,None,0.03,180.0,180,1,0.0,0,55276.772035,836.6976137799982,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
147,0,147,0,None,None,None,None,842.3553255000006,843.3707850999999,843.3707850999999,843.6707421999963,843.3707850999999,843.6707421999963,842.3553255000006,844.6885521000004,843.6707421999963,844.6715308999992,844.6715308999992,845.8235770999963,right,0.16193070000008447,845.8235770999963,None,0.06,180.0,0,0,1.0,1,55281.42202,841.3512442799954,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
148,0,148,0,None,None,None,None,847.0303612999996,848.0423257000002,848.0423257000002,848.3433966999946,848.0423257000002,848.3433966999946,847.0303612999996,849.3595132999981,848.3433966999946,849.3436580999987,849.3436580999987,850.4948476999998,right,0.2506035000042175,850.4948476999998,None,0.12,0.0,0,1,1.0,0,55286.096503,846.0239255800013,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
149,0,149,0,None,None,None,None,851.7836026000004,852.7967472999953,852.7967472999953,853.0970594999962,852.7967472999953,853.0970594999962,851.7836026000004,854.1151972999942,853.0970594999962,854.0970096999954,854.0970096999954,855.2500033999968,left,0.015643300001102034,855.2500033999968,None,0.48,0.0,180,0,1.0,0,55290.850145,850.7779771800022,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
150,0,150,0,None,None,None,None,856.3035617999994,857.3178644,857.3178644,857.6186167999986,857.3178644,857.6186167999986,856.3035617999994,858.6361614999987,857.6186167999986,858.6186931999982,858.6186931999982,859.787382399998,left,0.19804950000252575,859.787382399998,None,0.03,0.0,180,0,0.0,1,55295.370378,855.2992996799992,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
151,0,151,0,None,None,None,None,861.0303324999986,862.039289399996,862.039289399996,862.3403050999987,862.039289399996,862.3403050999987,861.0303324999986,863.3580674999976,862.3403050999987,863.3399933999972,863.3399933999972,864.4917677999983,right,0.2694880999988527,864.4917677999983,None,0.12,0.0,0,1,0.0,1,55300.096745,860.0210298799982,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
152,0,152,0,None,None,None,None,865.813341999994,866.8281370999975,866.8281370999975,867.1275663999986,866.8281370999975,867.1275663999986,865.813341999994,868.1459972000011,867.1275663999986,868.1281305000011,868.1281305000011,869.2958972999986,left,0.28956489999836776,869.2958972999986,None,0.06,180.0,180,1,1.0,1,55304.880256,864.8080849799996,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
153,0,153,0,None,None,None,None,870.6346956999987,871.6482806999993,871.6482806999993,871.9485691999944,871.6482806999993,871.9485691999944,870.6346956999987,872.9666721999965,871.9485691999944,872.9496274999983,872.9496274999983,874.1008803000004,left,0.21250429999781772,874.1008803000004,None,0.48,180.0,180,1,1.0,1,55309.701767,869.6297437799992,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
154,0,154,0,None,None,None,None,875.3571131999997,876.3693323999978,876.3693323999978,876.6703567000004,876.3693323999978,876.6703567000004,875.3571131999997,877.6885900999987,876.6703567000004,877.671191399997,877.671191399997,878.8237872999962,right,0.19355010000435868,878.8237872999962,None,0.24,0.0,0,1,1.0,0,55314.423916,874.3522083800024,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
155,0,155,0,None,None,None,None,880.063495800001,881.0749489000009,881.0749489000009,881.3758512999993,881.0749489000009,881.3758512999993,880.063495800001,882.3936936999962,881.3758512999993,882.3765447999976,882.3765447999976,883.5440490999972,right,0.2092424000002211,883.5440490999972,None,0.48,0.0,0,1,1.0,0,55319.128849,879.0564247799964,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
156,0,156,0,None,None,None,None,884.7998372000002,885.8138151999956,885.8138151999956,886.1140496999942,885.8138151999956,886.1140496999942,884.7998372000002,887.1306017999959,886.1140496999942,887.1150061000008,887.1150061000008,888.2648009999975,right,0.11278239999955986,888.2648009999975,None,0.12,180.0,0,0,0.0,0,55323.866567,883.7951409799978,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
157,0,157,0,None,None,None,None,889.4229190999977,890.4346886999992,890.4346886999992,890.7350545000008,890.4346886999992,890.7350545000008,889.4229190999977,891.7519652999981,890.7350545000008,891.736115599997,891.736115599997,892.8858275999955,right,0.1316718999951263,892.8858275999955,None,0.24,0.0,0,1,1.0,0,55328.48809,888.4164328800005,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
158,0,158,0,None,None,None,None,894.0583431999985,895.0717405999967,895.0717405999967,895.3720121999941,895.0717405999967,895.3720121999941,894.0583431999985,896.3906805999941,895.3720121999941,896.3727020999941,896.3727020999941,897.5249245999948,right,0.25242180000350345,897.5249245999948,None,0.03,0.0,0,1,0.0,1,55333.125751,893.0542331799995,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
159,0,159,0,None,None,None,None,898.8135621999972,899.8259226999944,899.8259226999944,900.126314299996,899.8259226999944,900.126314299996,898.8135621999972,901.1449766000005,900.126314299996,901.1277485999963,901.1277485999963,902.2787114999956,left,0.08276810000097612,902.2787114999956,None,0.06,180.0,180,1,0.0,0,55337.880881,897.8091821800015,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
160,0,160,0,None,None,None,None,903.4005819999948,904.4138354999959,904.4138354999959,904.7147301000005,904.4138354999959,904.7147301000005,903.4005819999948,905.732474299999,904.7147301000005,905.7169493999972,905.7169493999972,906.867571499999,left,0.2140004000029876,906.867571499999,None,0.48,180.0,180,1,1.0,1,55342.4686,902.3971095799977,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
161,0,161,0,None,None,None,None,908.1226380999942,909.1369798999949,909.1369798999949,909.4367427999969,909.1369798999949,909.4367427999969,908.1226380999942,910.4542856999979,909.4367427999969,910.4376508999994,910.4376508999994,911.5882347999941,right,0.2531152000010479,911.5882347999941,None,0.12,180.0,0,0,1.0,1,55347.190653,907.1186287799981,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
162,0,162,0,None,None,None,None,912.8945345999964,913.9077850999965,913.9077850999965,914.2083990999963,913.9077850999965,914.2083990999963,912.8945345999964,915.2264033999963,914.2083990999963,915.2095005999945,915.2095005999945,916.376357000001,right,0.28909769999881973,916.376357000001,None,0.24,0.0,0,1,1.0,0,55351.961562,911.8886971799991,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
163,0,163,0,None,None,None,None,917.7173554999972,918.7292713999996,918.7292713999996,919.0287208999944,918.7292713999996,919.0287208999944,917.7173554999972,920.0478587999969,919.0287208999944,920.0297315999996,920.0297315999996,921.1816755999971,right,0.0998736999972607,921.1816755999971,None,0.06,0.0,0,1,1.0,0,55356.7839,916.7117222799977,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
164,0,164,0,None,None,None,None,922.3214325999943,923.3344374999942,923.3344374999942,923.6353743,923.3344374999942,923.6353743,922.3214325999943,924.6522415,923.6353743,924.6364002999981,924.6364002999981,925.7868337999971,right,0.22272260000318056,925.7868337999971,None,0.03,0.0,0,1,1.0,0,55361.387187,921.3156451799994,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
165,0,165,0,None,None,None,None,927.0587898999947,928.072055699995,928.072055699995,928.3717524999956,928.072055699995,928.3717524999956,927.0587898999947,929.3901925999962,928.3717524999956,929.3739043999958,929.3739043999958,930.5237790999963,right,0.1415292999954545,930.5237790999963,None,0.12,180.0,0,0,1.0,1,55366.125651,926.0539579799995,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
166,0,166,0,None,None,None,None,931.7122489999965,932.7276233999946,932.7276233999946,933.0279486,932.7276233999946,933.0279486,931.7122489999965,934.0438054999977,933.0279486,934.0281134999968,934.0281134999968,935.1786678999997,right,0.022748300005332567,935.1786678999997,None,0.48,0.0,0,1,0.0,1,55370.779391,930.7081726799995,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
167,0,167,0,None,None,None,None,936.2498097999996,937.2642379999961,937.2642379999961,937.564180399997,937.2642379999961,937.564180399997,936.2498097999996,938.5828512000007,937.564180399997,938.5646430999986,938.5646430999986,939.7169577999957,right,0.27637749999848893,939.7169577999957,None,0.06,180.0,0,0,0.0,0,55375.316535,935.2454220799962,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
168,0,168,0,None,None,None,None,941.0382667999947,942.0518845999977,942.0518845999977,942.3524389999948,942.0518845999977,942.3524389999948,941.0382667999947,943.3707329999961,942.3524389999948,943.3537170999989,943.3537170999989,944.505498999999,right,0.06383049999567447,944.505498999999,None,0.03,0.0,0,1,1.0,0,55380.106158,940.0337537799976,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
169,0,169,0,None,None,None,None,945.6111683999989,946.6247566999955,946.6247566999955,946.9250895000005,946.6247566999955,946.9250895000005,945.6111683999989,947.9418402999945,946.9250895000005,947.9253013999987,947.9253013999987,949.0767462000003,right,0.20467500000086147,949.0767462000003,None,0.24,0.0,0,1,0.0,1,55384.677897,944.6058176799968,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
170,0,170,0,None,None,None,None,950.3336907999983,951.3457247999977,951.3457247999977,951.6451262999981,951.3457247999977,951.6451262999981,950.3336907999983,952.6637218999967,951.6451262999981,952.6458716999987,952.6458716999987,953.7983367999987,left,0.11564350000116974,953.7983367999987,None,0.03,0.0,180,0,1.0,0,55389.40092,949.3265639799981,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
171,0,171,0,None,None,None,None,954.9512479999976,955.9666771999982,955.9666771999982,956.266698200001,955.9666771999982,956.266698200001,954.9512479999976,957.2851049999954,956.266698200001,957.2681525999942,957.2681525999942,958.4185391999999,right,0.14276329999847803,958.4185391999999,None,0.12,0.0,0,1,0.0,1,55394.01925,953.9475555799988,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
172,0,172,0,None,None,None,None,959.6074382000006,960.621192999999,960.621192999999,960.9215590999956,960.621192999999,960.9215590999956,959.6074382000006,961.9401290999958,960.9215590999956,961.9212217999957,961.9212217999957,963.0900467999963,right,0.23933609999949113,963.0900467999963,None,0.48,0.0,0,1,0.0,1,55398.674574,958.6018405799957,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
173,0,173,0,None,None,None,None,964.3787940999973,965.3927053999942,965.3927053999942,965.6930107999942,965.3927053999942,965.6930107999942,964.3787940999973,966.7099623999966,965.6930107999942,966.693875799996,966.693875799996,967.8463888999977,left,0.21119789999647764,967.8463888999977,None,0.24,180.0,180,1,0.0,0,55403.44622,963.3742843799962,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
