trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,dots_stimulus.started,dots_stimulus.stopped,blackout.started,blackout.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,response.keys,response.rt,response.started,response.stopped,coh,dir,response,correct,pursuit_saccade_isLeft,congruent,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
10,0,10,0,None,None,None,None,67.33390249999502,68.34478300000046,68.34478300000046,68.64572129999578,68.34478300000046,68.64572129999578,67.33390249999502,69.6640666999956,68.64572129999578,69.64807709999877,69.64807709999877,70.81368089999887,right,0.3477329000015743,70.81368089999887,None,0.12,180.0,0,0,1.0,1,54506.400628,66.32614218000236,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
11,0,11,0,None,None,None,None,72.20424880000064,73.21712329999718,73.21712329999718,73.5180279999986,73.21712329999718,73.5180279999986,72.20424880000064,74.53461640000023,73.5180279999986,74.51931849999528,74.51931849999528,75.66897429999517,right,0.24460329999419628,75.66897429999517,None,0.06,0.0,0,1,0.0,1,54511.27059,71.19929467999901,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
12,0,12,0,None,None,None,None,76.95792670000083,77.9724395000012,77.9724395000012,78.27218129999528,77.9724395000012,78.27218129999528,76.95792670000083,79.28900209999847,78.27218129999528,79.2740313999966,79.2740313999966,80.42495619999681,right,0.30423110000265297,80.42495619999681,None,0.24,0.0,0,1,0.0,1,54516.024964,75.9535697799991,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
13,0,13,0,None,None,None,None,81.78092759999709,82.79378390000056,82.79378390000056,83.09367099999508,82.79378390000056,83.09367099999508,81.78092759999709,84.1107583999983,83.09367099999508,84.09463709999545,84.09463709999545,85.2457832,right,0.26770350000151666,85.2457832,None,0.03,0.0,0,1,0.0,1,54520.847547,80.77601477999707,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
14,0,14,0,None,None,None,None,86.55064329999732,87.56440830000065,87.56440830000065,87.86460609999631,87.56440830000065,87.86460609999631,86.55064329999732,88.88416919999872,87.86460609999631,88.86664149999706,88.86664149999706,90.01696179999999,right,0.28855789999943227,90.01696179999999,None,0.48,0.0,0,1,1.0,0,54525.617776,85.54685907999811,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
15,0,15,0,None,None,None,None,91.35548130000097,92.36966240000038,92.36966240000038,92.67026259999693,92.36966240000038,92.67026259999693,91.35548130000097,93.68808609999542,92.67026259999693,93.6701613999976,93.6701613999976,94.82279159999598,right,0.29080899999826215,94.82279159999598,None,0.24,180.0,0,0,0.0,0,54530.422627,90.35136787999801,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
16,0,16,0,None,None,None,None,96.16064170000027,97.17495129999588,97.17495129999588,97.49159979999968,97.17495129999588,97.49159979999968,96.16064170000027,98.50988669999788,97.49159979999968,98.49177009999403,98.49177009999403,99.64356019999832,right,0.37377140000171494,99.64356019999832,None,0.06,0.0,0,1,1.0,0,54535.227419,95.1563575799999,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
17,0,17,0,None,None,None,None,101.06712020000123,102.07851389999996,102.07851389999996,102.37937189999502,102.07851389999996,102.37937189999502,101.06712020000123,103.39657799999986,102.37937189999502,103.38026159999572,103.38026159999572,104.53199409999797,left,0.29390630000125384,104.53199409999797,None,0.12,0.0,180,0,1.0,0,54540.134137,100.06183977999609,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
18,0,18,0,None,None,None,None,105.87062399999559,106.88464699999895,106.88464699999895,107.18495170000097,106.88464699999895,107.18495170000097,105.87062399999559,108.20248309999442,107.18495170000097,108.18480329999875,108.18480329999875,109.3537950999962,left,0.3516206000058446,109.3537950999962,None,0.48,180.0,180,1,0.0,0,54544.937861,104.86572348000192,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
19,0,19,0,None,None,None,None,110.74327069999708,111.75567389999924,111.75567389999924,112.05650469999819,111.75567389999924,112.05650469999819,110.74327069999708,113.07261629999994,112.05650469999819,113.05776989999868,113.05776989999868,114.20749290000094,left,0.36175809999986086,114.20749290000094,None,0.03,180.0,180,1,0.0,0,54549.810827,109.73820217999747,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
20,0,20,0,None,None,None,None,115.61150459999772,116.62756960000115,116.62756960000115,116.92669909999677,116.62756960000115,116.92669909999677,115.61150459999772,117.94603709999501,116.92669909999677,117.92824339999788,117.92824339999788,119.07998170000064,left,0.33728830000472954,119.07998170000064,None,0.12,180.0,180,1,1.0,1,54554.679057,114.60815047999932,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
21,0,21,0,None,None,None,None,120.46922149999591,121.48085599999467,121.48085599999467,121.78164879999531,121.48085599999467,121.78164879999531,120.46922149999591,122.80006380000123,121.78164879999531,122.78272099999595,122.78272099999595,123.9338340999966,left,0.3399682999952347,123.9338340999966,None,0.03,0.0,180,0,0.0,1,54559.536312,119.46444937999769,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
22,0,22,0,None,None,None,None,125.32277269999759,126.33686269999453,126.33686269999453,126.63676879999548,126.33686269999453,126.63676879999548,125.32277269999759,127.65619389999483,126.63676879999548,127.63934119999612,127.63934119999612,128.7885826999991,left,0.3646893999975873,128.7885826999991,None,0.48,180.0,180,1,0.0,0,54564.390248,124.31916397999595,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
23,0,23,0,None,None,None,None,130.19425559999945,131.20847759999742,131.20847759999742,131.50867019999714,131.20847759999742,131.50867019999714,130.19425559999945,132.52752640000108,131.50867019999714,132.5091112999944,132.5091112999944,133.67661029999726,right,0.22095229999831645,133.67661029999726,None,0.06,180.0,0,0,1.0,1,54569.261066,129.18922358000128,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
24,0,24,0,None,None,None,None,134.94817469999543,135.96324359999562,135.96324359999562,136.26373700000113,135.96324359999562,136.26373700000113,134.94817469999543,137.28218539999943,136.26373700000113,137.26382019999437,137.26382019999437,138.41615669999737,left,0.3215005000020028,138.41615669999737,None,0.24,180.0,180,1,0.0,0,54574.014666,133.94380838000217,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
25,0,25,0,None,None,None,None,139.78955169999972,140.80186210000102,140.80186210000102,141.10164309999527,140.80186210000102,141.10164309999527,139.78955169999972,142.1184951999967,141.10164309999527,142.10314199999993,142.10314199999993,143.25425099999848,right,0.3069400999956997,143.25425099999848,None,0.24,180.0,0,0,0.0,0,54578.855034,138.7826566799966,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
26,0,26,0,None,None,None,None,144.61096949999774,145.62348199999542,145.62348199999542,145.9223281999948,145.62348199999542,145.9223281999948,144.61096949999774,146.94200419999834,145.9223281999948,146.92448859999422,146.92448859999422,148.07528879999882,left,0.3104855999990832,148.07528879999882,None,0.06,180.0,180,1,1.0,1,54583.67731,143.60464027999552,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
27,0,27,0,None,None,None,None,149.43393469999864,150.4442842999997,150.4442842999997,150.745030399994,150.4442842999997,150.745030399994,149.43393469999864,151.7627599999978,150.745030399994,151.74581860000035,151.74581860000035,152.89726769999834,right,0.23238280000077793,152.89726769999834,None,0.12,0.0,0,1,1.0,0,54588.501041,148.42553407999804,,90,1,0,45,1,2021_Feb_10_1523,testDots,2020.2.5,59.698284868642006,
